曜日区分,時間,分,系統,行先,乗り場
土曜,18,36,川55,谷戸行(川54)→新鶴見小学校南,58
土曜,18,48,川55,小杉駅行→新鶴見小学校南,58
土曜,19,0,川55,小杉駅行→新鶴見小学校南,58
土曜,19,15,川55,小杉駅行→新鶴見小学校南,58
土曜,19,30,川55,小杉駅行→新鶴見小学校南,58
土曜,19,45,川55,小杉駅行→新鶴見小学校南,58
土曜,20,0,川55,小杉駅行→新鶴見小学校南,58
土曜,20,15,川55,小杉駅行→新鶴見小学校南,58
土曜,20,34,川55,小杉駅行→新鶴見小学校南,58
土曜,20,53,川55,小杉駅行→新鶴見小学校南,58
土曜,21,12,川55,小杉駅行→新鶴見小学校南,58
土曜,21,31,川55,谷戸行(川54)→新鶴見小学校南,58
土曜,21,50,川55,小杉駅行→新鶴見小学校南,58
土曜,22,2,川55,谷戸行(川54)→新鶴見小学校南,58
土曜,22,30,川55,小杉駅行→新鶴見小学校南,58
土曜,23,0,川55,小杉駅行→新鶴見小学校南,58
休日,6,5,川55,小杉駅行→新鶴見小学校南,58
休日,6,23,川55,小杉駅行→新鶴見小学校南,58
休日,6,41,川55,小杉駅行→新鶴見小学校南,58
休日,7,8,川55,小杉駅行→新鶴見小学校南,58
休日,7,24,川55,小杉駅行→新鶴見小学校南,58
休日,7,40,川55,小杉駅行→新鶴見小学校南,58
休日,7,56,川55,小杉駅行→新鶴見小学校南,58
休日,8,12,川55,小杉駅行→新鶴見小学校南,58
休日,8,28,川55,小杉駅行→新鶴見小学校南,58
休日,8,44,川55,小杉駅行→新鶴見小学校南,58
休日,9,0,川55,小杉駅東口行→新鶴見小学校南,58
休日,9,12,川55,小杉駅東口行→新鶴見小学校南,58
休日,9,24,川55,小杉駅東口行→新鶴見小学校南,58
休日,9,36,川55,小杉駅東口行→新鶴見小学校南,58
休日,9,48,川55,小杉駅東口行→新鶴見小学校南,58
休日,10,0,川55,小杉駅東口行→新鶴見小学校南,58
休日,10,12,川55,小杉駅東口行→新鶴見小学校南,58
休日,10,24,川55,小杉駅東口行→新鶴見小学校南,58
休日,10,36,川55,小杉駅東口行→新鶴見小学校南,58
休日,10,48,川55,小杉駅東口行→新鶴見小学校南,58
休日,11,0,川55,小杉駅東口行→新鶴見小学校南,58
休日,11,12,川55,小杉駅東口行→新鶴見小学校南,58
休日,11,24,川55,小杉駅東口行→新鶴見小学校南,58
休日,11,36,川55,小杉駅東口行→新鶴見小学校南,58
休日,11,48,川55,小杉駅東口行→新鶴見小学校南,58
休日,12,0,川55,小杉駅東口行→新鶴見小学校南,58
休日,12,12,川55,小杉駅東口行→新鶴見小学校南,58
休日,12,24,川55,小杉駅東口行→新鶴見小学校南,58
休日,12,36,川55,小杉駅東口行→新鶴見小学校南,58
休日,12,48,川55,小杉駅東口行→新鶴見小学校南,58
休日,13,0,川55,小杉駅東口行→新鶴見小学校南,58
休日,13,12,川55,小杉駅東口行→新鶴見小学校南,58
休日,13,24,川55,小杉駅東口行→新鶴見小学校南,58
休日,13,36,川55,小杉駅東口行→新鶴見小学校南,58
休日,13,48,川55,小杉駅東口行→新鶴見小学校南,58
休日,14,0,川55,小杉駅東口行→新鶴見小学校南,58
休日,14,12,川55,小杉駅東口行→新鶴見小学校南,58
休日,14,24,川55,小杉駅東口行→新鶴見小学校南,58
休日,14,36,川55,小杉駅東口行→新鶴見小学校南,58
休日,14,48,川55,小杉駅東口行→新鶴見小学校南,58
休日,15,0,川55,小杉駅東口行→新鶴見小学校南,58
休日,15,12,川55,小杉駅東口行→新鶴見小学校南,58
休日,15,24,川55,小杉駅東口行→新鶴見小学校南,58
休日,15,36,川55,小杉駅東口行→新鶴見小学校南,58
休日,15,48,川55,小杉駅東口行→新鶴見小学校南,58
休日,16,0,川55,小杉駅東口行→新鶴見小学校南,58
休日,16,12,川55,小杉駅東口行→新鶴見小学校南,58
休日,16,24,川55,小杉駅東口行→新鶴見小学校南,58
休日,16,36,川55,小杉駅東口行→新鶴見小学校南,58
休日,16,48,川55,小杉駅東口行→新鶴見小学校南,58
休日,17,0,川55,小杉駅東口行→新鶴見小学校南,58
休日,17,12,川55,小杉駅東口行→新鶴見小学校南,58
休日,17,24,川55,小杉駅東口行→新鶴見小学校南,58
休日,17,36,川55,小杉駅東口行→新鶴見小学校南,58
休日,17,48,川55,小杉駅東口行→新鶴見小学校南,58
休日,18,0,川55,小杉駅東口行→新鶴見小学校南,58
休日,18,12,川55,小杉駅東口行→新鶴見小学校南,58
休日,18,24,川55,小杉駅行→新鶴見小学校南,58
休日,18,36,川55,谷戸行(川54)→新鶴見小学校南,58
休日,18,48,川55,小杉駅行→新鶴見小学校南,58
休日,19,0,川55,小杉駅行→新鶴見小学校南,58
休日,19,15,川55,小杉駅行→新鶴見小学校南,58
休日,19,30,川55,小杉駅行→新鶴見小学校南,58
休日,19,45,川55,小杉駅行→新鶴見小学校南,58
休日,20,0,川55,小杉駅行→新鶴見小学校南,58
休日,20,15,川55,小杉駅行→新鶴見小学校南,58
休日,20,34,川55,小杉駅行→新鶴見小学校南,58
休日,20,53,川55,小杉駅行→新鶴見小学校南,58
休日,21,12,川55,小杉駅行→新鶴見小学校南,58
休日,21,31,川55,谷戸行(川54)→新鶴見小学校南,58
休日,21,50,川55,小杉駅行→新鶴見小学校南,58
休日,22,2,川55,谷戸行(川54)→新鶴見小学校南,58
休日,22,30,川55,小杉駅行→新鶴見小学校南,58
休日,23,0,川55,小杉駅行→新鶴見小学校南,58
